age,annual_income,employment_years,loan_amount,loan_term_months,interest_rate,credit_score,num_credit_lines,num_delinquent_accounts,monthly_payment_capacity,last_audit_team_id,loan_defaulted
37,29269.36,1.4,28916.87,48,9.04,648,8,1,1718.9664438655968,-1,0
18,30387.13,20.5,42296.49,24,8.84,658,2,0,603.0601332306769,-1,1
24,24861.87,12.3,20287.54,24,9.68,616,7,2,1138.6490083188419,-1,0
38,80261.75,16.7,10465.19,48,8.14,693,0,1,6432.305004069664,-1,0
31,70460.18,7.8,17769.76,60,10.7,565,1,0,5487.977289429579,-1,1
34,15000.0,5.9,3676.84,24,9.98,601,5,0,1080.366427866946,-1,0
22,54749.15,0.8,5943.93,36,9.54,623,3,0,4371.916395507103,-1,0
41,50770.81,6.4,26148.7,48,8.14,693,4,0,3590.814860168943,-1,0
38,15000.0,20.7,7520.0,36,8.18,691,4,1,1013.7255901245514,-1,0
33,28683.62,3.7,22303.87,36,11.1,545,1,0,1659.0448932845243,-1,0
27,43683.33,3.1,27060.18,24,5.02,849,2,0,2452.8674068319824,-1,1
25,15592.69,0.0,8348.62,48,9.719999999999999,614,1,1,1088.7691197016431,-1,1
33,15000.0,1.3,28737.13,36,8.32,684,4,0,345.2345216966959,-1,0
28,38524.08,12.6,21749.72,48,10.12,594,3,1,2657.456645729527,-1,0
33,42712.84,3.8,45264.76,60,11.78,511,5,0,2557.538742022321,-1,1
32,21853.95,7.0,40905.58,48,9.36,632,1,1,796.218632573798,-1,0
31,19942.3,0.1,5668.28,48,8.58,671,3,0,1521.9306607661201,-1,0
40,28230.87,5.5,3957.81,60,5.960000000000001,802,3,0,2276.1305364010323,-1,0
41,18618.16,1.1,8058.27,48,9.66,617,0,2,1348.4480509099426,-1,0
27,15000.0,4.7,15873.95,60,11.78,511,1,0,898.6549706826803,-1,0
34,20414.34,4.4,12468.13,36,8.6,670,4,0,1307.0288516472065,-1,1
30,68752.58,3.9,18921.07,24,8.28,686,3,0,4871.21460932232,-1,0
18,28521.23,0.0,10934.46,48,7.0,750,2,0,2114.929912254972,-1,1
23,29614.39,10.4,18749.87,24,8.74,663,5,2,1613.517845986436,-1,0
35,20726.03,2.0,11058.19,12,13.02,449,3,0,739.3779962965646,-1,1
33,38645.13,1.9,15693.85,48,9.959999999999999,602,3,0,2822.692327318152,-1,0
43,28995.29,6.6,100000.0,36,9.64,618,5,0,-793.5691771805859,-1,1
38,38351.78,2.7,34575.3,48,6.84,758,3,0,2370.597248314456,-1,0
25,15000.0,0.9,6906.63,24,9.52,624,4,0,932.8220150644183,-1,0
18,15000.0,8.0,10189.39,36,5.0,850,1,0,944.6148407506919,-1,0
31,45827.63,0.5,2064.36,36,8.82,659,4,0,3753.4958741589585,-1,0
20,67606.73,0.3,15131.72,36,7.74,713,0,1,5161.533907745389,-1,0
31,40155.43,1.3,18249.49,48,9.78,611,2,0,2885.357361784684,-1,0
42,107847.55,1.7,37347.9,12,6.18,791,1,0,5769.804660042391,-1,0
18,28723.57,1.5,24701.1,24,13.4,430,6,1,1214.6492578473724,-1,1
64,45057.28,1.9,7567.53,48,13.08,446,4,0,3551.4548480240564,-1,0
39,15000.0,9.3,14550.07,24,9.84,608,4,0,579.6620745226904,-1,1
26,62392.0,10.8,30165.68,48,6.84,758,4,0,4479.2157279619,-1,0
23,56283.26,4.2,16996.41,12,5.32,834,3,0,3232.7581902035954,-1,0
23,33015.5,7.5,23960.96,12,10.14,593,2,0,643.182125422687,-1,1
40,103137.31,0.1,6864.26,36,7.48,726,2,0,8381.317709469122,-1,0
34,15882.79,0.6,27254.73,60,7.799999999999999,710,4,0,773.5432291496279,-1,0
40,44099.11,0.6,90421.34,36,12.36,482,2,0,656.0723898199876,-1,1
29,70580.38,0.4,14469.67,36,5.140000000000001,843,3,2,5447.119239008596,-1,0
23,31601.79,0.3,7347.89,36,9.959999999999999,602,3,1,2396.524725624316,-1,1
29,77199.78,9.5,12327.41,24,5.399999999999999,830,3,0,5890.283370554858,-1,0
53,17705.5,13.5,26636.91,48,10.78,561,3,0,789.8558598144438,-1,0
20,31389.98,9.7,9138.8,48,14.1,395,3,0,2365.641790876985,-1,0
50,46376.79,0.1,14810.92,48,9.5,625,4,1,3492.6357326177013,-1,0
34,49958.74,5.1,9733.77,48,9.24,638,4,0,3919.892272662388,-1,0
49,42915.58,5.6,6890.8,24,11.24,538,5,0,3254.3646892902275,-1,0
44,38144.24,6.2,21869.82,24,9.78,611,3,0,2171.724667850189,-1,0
33,36806.97,9.8,7083.46,24,9.5,625,5,1,2742.014025492663,-1,0
36,29285.29,0.5,13886.35,36,7.74,713,2,0,2006.9567428616967,-1,0
24,15000.0,2.0,15070.7,24,9.719999999999999,614,3,0,556.5096889463338,-1,0
43,37283.06,1.4,17783.87,48,11.78,511,2,1,2640.522837205664,-1,0
33,37159.88,2.8,23203.5,24,7.219999999999999,739,4,0,2055.4603833974384,-1,1
50,26033.15,8.3,3880.65,36,8.86,657,2,0,2046.2782332402999,-1,0
26,101720.1,8.2,10497.47,60,5.879999999999999,806,2,0,8274.314722425015,-1,0
40,19232.43,9.4,43099.71,24,8.799999999999999,660,4,0,-362.3440126187829,-1,0
35,42973.6,1.7,3104.7,48,12.94,453,3,0,3497.9344335548317,-1,0
36,47301.08,1.5,39777.95,60,8.04,698,4,1,3134.441569278065,-1,0
37,20770.1,1.6,17305.12,24,7.66,717,5,0,950.8586919115459,-1,1
48,46461.2,3.9,15490.24,48,9.32,634,3,0,3483.9333954443737,-1,0
52,18099.87,0.7,23198.14,48,8.32,684,3,1,938.4970849319901,-1,0
38,39143.97,0.2,24352.99,48,8.82,659,3,1,2658.0516266514405,-1,1
33,22909.89,8.0,15087.03,48,8.5,675,4,1,1537.2878077761447,-1,0
40,18570.78,1.4,2953.01,48,7.24,738,1,0,1476.522224023424,-1,0
50,15000.0,2.9,7103.72,36,7.58,721,4,0,1028.7690411502097,-1,0
36,145797.43,2.5,21024.0,12,8.48,676,1,0,10316.271823482108,-1,0
34,51728.92,0.1,17730.76,24,12.1,495,4,1,3475.266639772002,-1,0
48,15000.0,3.7,16297.43,60,7.959999999999999,702,4,0,919.8587829148223,-1,0
30,32283.2,0.1,4722.78,60,7.16,742,8,0,2596.393036809045,-1,0
38,16484.14,24.2,24155.25,60,12.12,494,2,1,834.8922178612647,-1,0
38,15000.0,8.2,13003.43,48,5.699999999999999,815,3,0,946.3993985315076,-1,0
25,25609.4,1.5,6595.72,60,7.24,738,3,0,2002.7653651299752,-1,0
52,86567.17,1.0,5204.29,48,9.28,636,2,0,7083.728821603871,-1,0
45,102227.88,0.8,10290.39,36,11.879999999999999,506,5,0,8177.791285541845,-1,0
28,47050.91,0.8,20784.22,36,5.899999999999999,805,7,0,3289.5542338127216,-1,0
18,16463.78,0.7,9697.7,60,9.56,622,1,0,1168.0274483370417,-1,0
40,21441.78,5.8,11308.42,36,10.08,596,4,0,1421.4992084508335,-1,0
26,66818.26,9.2,2152.32,60,11.14,543,3,1,5521.241267816907,-1,0
30,15000.0,5.0,15988.04,24,7.32,734,0,0,531.8525959560228,-1,0
30,15633.0,0.5,20060.18,60,7.619999999999999,719,3,1,899.640260065467,-1,0
18,27214.01,10.5,7570.91,48,11.72,514,0,0,2069.5023106520625,-1,1
29,15000.0,12.5,6595.61,36,5.640000000000001,818,4,0,1050.4228571535075,-1,0
33,30263.53,4.0,14698.46,48,6.52,774,5,0,2173.2519468154205,-1,0
18,31488.21,1.0,6591.46,60,7.66,717,2,0,2491.4364323705613,-1,1
49,75613.57,6.5,24428.86,12,11.36,532,5,0,4137.9633677483325,-1,0
40,26006.89,5.3,46729.58,48,10.08,596,4,0,980.2618262932015,-1,1
26,18768.32,2.6,50600.52,36,8.62,669,4,0,-36.12223053220646,-1,0
30,15000.0,0.9,14475.45,36,11.22,539,6,1,774.5828046640993,-1,1
23,117353.43,0.7,13008.58,48,10.04,598,5,0,9449.271356471547,-1,0
23,87977.39,4.6,29003.32,12,6.119999999999999,794,3,0,4833.636974762206,-1,0
26,19301.98,2.2,35741.16,36,8.54,673,3,0,479.5753585237967,-1,0
41,65112.41,8.1,3238.44,24,8.879999999999999,656,3,0,5278.2651088203775,-1,0
35,15000.0,13.2,2921.84,48,8.959999999999999,652,3,1,1177.345370703973,-1,0
35,40820.11,12.1,13633.35,24,8.14,693,3,0,2784.2054630889875,-1,0
41,18478.26,0.2,56102.58,48,8.28,686,2,0,162.84139625175658,-1,1
26,77911.63,0.7,8688.71,24,11.799999999999999,510,5,0,6084.439126060588,-1,1
27,91654.74,0.1,14895.87,36,9.92,604,3,0,7157.806462071715,-1,0
36,43584.61,3.7,12053.27,24,11.74,513,2,0,3066.1239426180605,-1,0
45,25192.7,2.8,24641.55,36,8.959999999999999,652,4,0,1316.2556234734989,-1,0
36,37937.76,1.6,2969.04,24,7.640000000000001,718,4,0,3027.685321315654,-1,1
33,38551.02,1.7,22484.29,36,6.699999999999999,765,6,0,2521.4152921787,-1,1
28,31114.08,1.8,6616.54,36,5.0,850,4,1,2394.5363604710965,-1,0
18,63516.42,24.0,12843.9,24,7.199999999999999,740,2,0,4716.815232209828,-1,0
23,65152.93,14.7,12313.89,36,8.78,661,3,1,5039.092034297237,-1,0
32,17657.92,5.2,3796.58,24,7.48,726,1,0,1300.6833048351245,-1,0
46,62956.23,0.8,25276.07,48,8.719999999999999,664,2,0,4620.711597696928,-1,0
20,92487.77,2.2,3934.62,60,7.5,725,3,0,7628.472453363354,-1,1
49,37919.25,3.8,24400.87,36,10.98,551,1,0,2361.315407045772,-1,0
30,30476.6,5.9,8019.69,36,13.02,449,6,0,2269.424354598319,-1,0
33,103705.29,5.2,21412.08,36,7.379999999999999,731,3,1,7977.238104117792,-1,0
28,18759.94,0.6,13246.46,12,9.26,637,2,0,403.30811333054294,-1,1
41,56249.57,0.8,5386.1,36,8.48,676,1,0,4517.488163832318,-1,0
28,116323.41,24.0,25015.61,36,9.48,626,2,0,8892.527575169657,-1,0
26,118186.71,6.5,7837.07,48,10.22,589,3,0,9649.295119352326,-1,0
39,37169.96,1.8,59917.78,36,8.24,688,3,0,1213.250242873098,-1,1
28,41696.01,24.9,13614.98,36,11.1,545,2,0,3028.285488965036,-1,0
27,35275.27,2.6,8176.93,48,14.08,396,1,0,2715.830865240343,-1,0
42,35455.02,1.6,15918.11,24,9.68,616,3,0,2222.393798421851,-1,0
42,23941.81,6.1,10361.87,36,7.0600000000000005,747,1,0,1674.9220364125258,-1,0
18,60195.02,1.4,7971.15,24,7.879999999999999,706,4,0,4656.174245384443,-1,0
45,43586.13,1.2,5785.51,36,9.18,641,0,0,3447.714768597666,-1,1
50,39233.75,10.2,11479.82,36,7.92,704,5,0,2910.166850524649,-1,0
32,29032.81,17.5,30499.13,48,8.66,667,2,1,1665.3430203806088,-1,0
39,15000.0,3.1,16852.77,48,11.16,542,2,0,813.1207187188479,-1,0
21,21794.09,1.3,4808.19,48,10.82,559,1,1,1692.3238650202702,-1,1
39,23853.52,19.9,4334.11,36,10.72,564,1,0,1846.4741349471212,-1,0
45,49003.21,4.2,7523.38,48,7.24,738,6,0,3902.605239032383,-1,0
23,89697.75,3.3,7770.66,48,7.32,734,2,1,7287.578539320066,-1,0
37,23743.07,0.5,27880.28,60,10.22,589,3,0,1383.1930881589162,-1,1
23,83119.15,3.1,5235.7,24,8.5,675,3,1,6688.60355635686,-1,1
45,15000.0,6.4,14181.03,36,5.0,850,2,0,824.9818090318246,-1,0
43,55519.93,6.2,50569.83,36,7.52,724,2,0,3053.1601243562227,-1,0
42,19283.27,1.4,10251.36,36,7.9399999999999995,703,2,0,1285.982476865976,-1,1
54,54021.17,4.1,4678.62,48,9.219999999999999,639,3,0,4384.847150933998,-1,1
38,91705.59,0.8,21212.83,48,11.26,537,2,1,7091.193557537409,-1,0
32,15000.0,5.4,15125.26,36,9.56,622,4,0,765.0689727558695,-1,0
33,24212.15,6.2,20835.03,36,9.04,648,1,2,1354.7428389918828,-1,0
42,27478.83,4.6,5030.58,24,7.68,716,6,0,2063.116481615738,-1,1
45,21593.3,0.2,11237.97,12,5.0,850,0,1,837.3873545523231,-1,0
46,25780.49,15.7,27396.19,24,7.1,745,5,1,920.5337242019255,-1,0
35,150513.96,0.9,18371.77,48,8.44,678,3,0,12090.517281972996,-1,0
26,33859.25,0.1,18920.53,60,9.68,616,4,0,2422.571430775549,-1,1
18,23032.65,3.4,15518.45,60,8.92,654,4,1,1597.8521956416012,-1,1
22,34197.07,6.4,18302.56,36,9.58,621,6,0,2262.7861597969313,-1,1
52,23286.71,5.0,7341.5,48,10.299999999999999,585,2,1,1753.300264213774,-1,1
38,79109.46,3.7,4766.03,48,12.9,455,0,0,6464.830773038086,-1,0
29,135555.29,1.3,2996.95,12,11.1,545,3,2,11031.2589417505,-1,1
21,21044.21,10.5,46892.44,36,9.2,640,2,0,258.14840989820505,-1,0
50,68140.64,12.2,9560.39,24,8.4,680,3,1,5244.249897333867,-1,0
34,22890.4,1.6,28634.17,36,9.04,648,2,0,996.4412203958686,-1,0
50,56702.83,12.3,5551.99,60,11.299999999999999,535,5,1,4603.689810471715,-1,1
35,54486.43,23.1,79745.25,36,10.2,590,1,0,1959.8864374476575,-1,1
43,15000.0,0.7,8934.23,24,11.82,509,2,1,830.1853794692547,-1,1
33,16092.4,9.1,19175.01,24,14.2,390,2,0,418.57307187057495,-1,1
22,16430.51,8.7,8937.59,24,6.32,784,3,1,971.7997502241816,-1,1
21,18969.73,0.4,12971.34,24,8.299999999999999,685,2,0,992.375860260198,-1,0
40,74622.28,10.8,5810.26,48,10.0,600,7,0,6071.160129305759,-1,0
32,65819.1,8.2,24934.43,36,10.18,591,2,0,4678.252250703021,-1,0
18,19883.26,4.0,7828.37,24,7.02,749,2,1,1306.371035476229,-1,0
44,72843.25,0.8,12765.08,48,14.7,365,3,0,5716.947295292645,-1,0
38,40156.58,17.6,13550.12,48,12.0,500,6,0,2989.555036503794,-1,0
33,18924.06,16.2,18926.07,36,12.379999999999999,481,2,1,944.9481199397397,-1,1
36,20381.52,4.5,18439.05,36,8.4,680,0,0,1117.238627630035,-1,0
39,87536.81,8.5,10283.62,36,8.04,698,7,0,6972.293096894948,-1,0
54,22639.98,0.1,12560.34,24,6.24,788,5,2,1328.6237604130486,-1,0
41,22932.32,2.6,16261.91,36,11.0,550,6,0,1378.6325953945252,-1,0
18,102114.03,4.6,17369.26,36,6.219999999999999,789,2,1,7979.36281938759,-1,0
27,56904.95,6.8,6855.53,48,8.6,670,3,0,4572.778133454633,-1,0
42,33359.04,8.6,27448.87,36,9.2,640,3,0,1904.4960176290865,-1,0
56,15000.0,5.8,6801.02,48,7.959999999999999,702,2,0,1084.0948938546908,-1,0
32,15000.0,7.1,19947.33,48,13.6,420,4,0,708.9037862772237,-1,0
32,26139.14,0.7,10292.56,24,10.92,554,3,0,1698.9298912514664,-1,0
31,52281.22,4.4,14786.94,36,9.66,617,2,0,3881.9922983756187,-1,0
33,82597.17,0.9,86986.48,60,8.12,694,2,0,5114.325454888472,-1,0
32,107115.02,9.0,52135.92,36,8.86,657,2,0,7271.738321468727,-1,0
43,37160.6,15.8,6017.94,48,9.799999999999999,610,4,1,2944.6635273932666,-1,0
38,15000.0,1.0,18742.79,24,11.64,518,5,0,370.85948744844006,-1,1
27,23096.35,5.8,30433.53,36,9.92,604,5,1,943.8340963755979,-1,0
63,77428.21,16.6,7565.53,24,6.9399999999999995,753,1,1,6113.828291677066,-1,0
41,70665.65,9.6,58690.65,36,9.34,633,1,0,4013.1560966406096,-1,0
27,24681.95,3.9,14391.3,60,5.359999999999999,832,1,0,1782.8676071192644,-1,0
28,43357.22,3.7,24274.12,12,9.219999999999999,639,7,1,1487.816767865263,-1,1
35,68105.4,1.7,90013.59,48,12.04,498,3,0,3303.278714365375,-1,1
40,15000.0,0.2,20661.01,48,9.36,632,4,0,732.3108364596852,-1,0
27,25767.42,11.0,14384.31,48,12.92,454,1,0,1761.960881302596,-1,1
29,29664.78,16.7,21713.79,24,8.78,661,1,0,1482.2664541583192,-1,0
23,93069.68,3.0,9638.15,24,9.92,604,7,1,7311.41073893845,-1,0
23,78580.94,0.1,2997.09,48,9.08,646,1,0,6473.715053356433,-1,1
22,125423.25,2.4,33081.36,60,10.14,593,4,0,9746.775364037325,-1,0
32,32822.14,2.3,3998.69,48,8.34,683,2,0,2636.919189521735,-1,0
32,26327.44,3.4,15845.59,24,9.219999999999999,639,2,0,1468.4511355998497,-1,0
29,18384.89,3.2,14755.12,48,8.58,671,3,0,1167.8279402893634,-1,0
40,51239.71,1.5,15020.04,24,10.16,592,2,0,3575.7674723381597,-1,1
35,89324.52,3.4,3018.04,36,11.94,503,3,0,7343.5543509354075,-1,1
38,28986.68,0.0,12054.41,24,12.52,474,4,0,1845.182056851042,-1,0
38,20550.65,2.1,6903.35,12,14.879999999999999,356,4,1,1089.860277434606,-1,1
48,53690.47,22.9,36267.37,36,7.9399999999999995,703,2,0,3338.7218562827884,-1,0
32,53567.93,5.5,23595.73,60,8.74,663,5,0,3977.157708137231,-1,0
37,47190.68,1.9,9273.78,24,7.699999999999999,715,2,0,3514.3964551403087,-1,0
38,66149.04,2.8,4536.55,48,8.42,679,3,1,5400.773004545916,-1,0
18,38026.91,1.4,2461.69,48,6.16,792,1,0,3110.915551778491,-1,0
37,41622.13,21.6,7768.27,24,10.379999999999999,581,0,0,3108.6805910556277,-1,0
24,73378.07,2.5,9004.21,24,10.959999999999999,552,2,1,5695.339601076744,-1,1
35,18694.13,3.9,13418.32,36,9.0,650,3,0,1131.1451779211347,-1,0
31,69442.01,2.1,14671.46,36,10.12,594,2,1,5312.600410005729,-1,0
44,68239.46,1.7,4884.57,48,8.219999999999999,689,4,0,5566.869973204905,-1,0
42,17337.22,2.5,25090.47,48,8.34,683,3,0,828.2243901843033,-1,0
37,58173.99,0.8,16954.99,48,8.66,667,3,1,4428.638815523252,-1,0
43,42916.38,0.1,10241.87,36,11.0,550,1,0,3241.0593153208933,-1,0
39,40799.99,12.3,2772.66,60,10.6,570,5,0,3340.2664443518615,-1,0
20,42708.52,0.8,7577.25,36,9.98,601,3,0,3314.617932502586,-1,0
37,15000.0,7.0,5349.32,60,8.34,683,4,0,1140.6625539302336,-1,0
32,34960.06,1.0,38449.34,48,8.78,661,3,0,1960.536386269863,-1,0
39,34309.06,0.3,14173.73,12,8.32,684,3,0,1624.0397334427155,-1,0
20,51061.67,1.6,3953.66,24,10.54,573,1,0,4071.7108493787896,-1,0
42,16546.99,2.8,24193.04,48,7.9,705,3,0,789.4279949788513,-1,0
23,37108.23,4.6,9300.95,24,11.36,532,4,1,2657.2991392846543,-1,0
24,43754.54,19.7,4340.49,24,6.52,774,3,2,3452.8198700553185,-1,0
41,87669.69,4.5,6493.77,36,6.719999999999999,764,3,1,7106.129023441854,-1,1
28,22848.61,9.5,9305.98,24,7.84,708,2,0,1483.845324412144,-1,0
24,81393.76,3.7,7273.58,48,12.36,482,5,0,6589.983900882995,-1,0
20,19898.37,1.0,26837.91,48,9.06,647,2,0,989.5700970506501,-1,0
24,42064.03,0.5,3638.96,48,9.719999999999999,614,5,0,3413.530961266192,-1,0
18,39880.09,0.8,41637.91,60,6.74,763,3,0,2503.95839574226,-1,0
27,81851.91,21.3,11722.41,48,8.68,666,1,0,6531.057759808031,-1,0
36,15000.0,2.3,8191.86,36,7.66,717,4,0,994.5798226012787,-1,1
51,16244.13,7.0,35790.58,36,8.92,654,1,0,216.87874761869648,-1,0
40,46384.97,1.7,26050.96,24,9.54,623,3,1,2668.8179597905973,-1,0
23,31297.04,0.3,9392.0,48,9.1,645,3,0,2373.9201298351086,-1,0
39,53327.9,0.4,6424.08,48,7.779999999999999,711,3,0,4287.823659284532,-1,0
50,25591.77,2.0,17569.29,36,8.58,671,1,1,1577.3767670399222,-1,1
37,17484.48,2.7,2833.58,48,12.18,491,1,1,1382.1702979253803,-1,0
31,22776.03,6.1,11281.8,48,5.859999999999999,807,1,0,1633.7726379479207,-1,0
38,34848.02,3.5,26175.64,24,9.94,603,2,1,1696.8534387410175,-1,0
41,141179.02,3.3,6509.39,48,9.02,649,7,2,11602.870062673084,-1,0
33,37521.79,15.7,1136.29,60,6.039999999999999,798,2,0,3104.8270236613316,-1,0
39,101954.9,1.2,86014.66,36,7.199999999999999,740,5,0,5832.48615930622,-1,0
27,28457.99,6.5,23965.93,24,9.02,649,2,0,1276.4018978756317,-1,0
44,48760.75,6.3,7362.72,36,7.5,725,6,0,3834.3694587575083,-1,0
42,74669.78,21.5,16215.64,48,7.619999999999999,719,1,0,5829.496561875104,-1,0
23,31824.31,1.2,8455.97,36,9.2,640,7,0,2382.340453490412,-1,0
40,36644.95,0.5,24813.65,24,11.04,548,6,0,1896.7743818313122,-1,1
33,55275.3,2.2,4895.26,24,10.12,594,3,0,4380.112363547476,-1,1
34,168423.89,1.8,10031.08,60,7.48,726,5,0,13834.417222472017,-1,0
23,50493.92,1.9,5588.63,36,9.92,604,3,1,4027.70712979355,-1,0
18,91812.46,3.5,61439.7,36,10.12,594,1,0,5665.0887591859055,-1,0
41,66289.48,1.2,12822.46,60,10.22,589,1,0,5250.2938595682745,-1,0
49,34714.21,5.1,41812.38,48,10.02,599,3,0,1831.9792088869674,-1,0
38,15000.0,2.9,10349.19,36,7.199999999999999,740,4,2,929.4998450354897,-1,0
35,15000.0,3.8,49495.34,12,10.34,583,3,0,-3109.2573703645976,-1,0
28,15000.0,0.8,13550.87,12,8.08,696,4,1,70.72981023439252,-1,0
37,34383.21,1.7,4459.66,48,8.5,675,2,0,2755.3444474427347,-1,1
23,32755.84,2.9,5997.29,36,5.0,850,3,0,2549.9091718364934,-1,0
36,50757.28,0.3,6611.19,24,6.98,751,1,0,3933.8332449904997,-1,0
23,39061.53,1.3,12240.42,48,10.4,580,4,0,2942.322187804507,-1,1
19,98419.91,0.3,6188.78,36,6.68,766,1,0,8011.471779090054,-1,0
59,64660.56,2.7,8489.91,60,9.48,626,0,0,5210.1590551308755,-1,0
37,17683.25,3.5,12788.35,48,10.54,573,3,0,1145.9320897847558,-1,0
45,30676.61,4.4,20711.05,48,5.98,801,1,1,2070.1744444922206,-1,1
42,43720.61,0.1,35464.04,48,9.459999999999999,627,0,0,2753.0935121146963,-1,0
50,15000.0,12.4,7854.79,12,9.1,645,3,1,562.7227115622444,-1,1
18,36615.08,2.2,18407.5,24,10.94,553,0,0,2193.8355621716296,-1,0
55,52177.39,1.2,13298.2,48,12.459999999999999,477,2,0,3994.9122277504503,-1,0
20,50027.43,3.3,37300.99,48,5.48,826,3,0,3301.802897365625,-1,0
30,61230.11,7.9,12624.26,24,12.2,490,2,0,4507.061639803932,-1,0
18,31446.52,3.3,9334.24,60,9.42,629,0,1,2424.8716438148144,-1,0
